Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
4474737435,"Dec 15, 2020, 11:13:12 AM",Morning Run,Run,,3460,9.14,172.0,33,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4781557850.fit.gz,,,3460.0,2898.0,9144.8,6.4,3.156,61.0,57.0,379.2,407.4,16.0,0.1,,,103.0,86.0,,139.0,,,653.0,,12.0,33.0,,,,,,,,,,,,,0.0,,1.0,9291.4,1608029952.0,2.0,-3.4,-7.4,-5.2,0.87,1022.6,2.9,7.6,100.0,0.0,1608038528.0,1608073472.0,0.05,,5874953.0,0.0,,0.62,16093.0,0.0,255.7,,,,,,,,,,,,,,,,,,,,,,,,,""
4478963726,"Dec 16, 2020, 11:11:23 AM",Rush Running,Run,"",3691,13.23,171.0,100,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4786019581.fit.gz,,,3691.0,3517.0,13231.6,4.7,3.762,54.0,57.0,389.8,406.0,8.9,0.0,,,96.0,88.0,,154.0,,,956.0,,8.0,100.0,,,,,,,,,,,0.0,,0.0,,1.0,13349.4,1608116352.0,3.0,-2.9,-6.4,-4.3,0.9,1018.3,2.5,5.3,320.0,0.0,1608124928.0,1608159872.0,0.09,,5874953.0,0.0,,0.92,9486.0,0.0,284.4,,,,,,,,,,,,,,,,,,,,,,,,,""
4484214665,"Dec 17, 2020, 5:00:18 PM",Lunch Walk,Walk,,4949,4.78,125.0,9,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4791550767.fit.gz,,,4949.0,3569.0,4787.8,2.4,1.341,26.0,28.0,344.6,363.4,15.8,-0.1,,,113.0,57.0,,101.0,,,351.0,,17.0,9.0,,,,,,,,,,,,,0.0,,1.0,,1608224384.0,1.0,1.3,-1.8,-1.1,0.84,1023.5,2.8,4.6,221.0,0.0,1608211456.0,1608246272.0,0.13,,5874953.0,0.0,,0.17,16093.0,2.0,284.6,,,,,,,,,,,,,,,,,,,,,,,,,""
4486909600,"Dec 18, 2020, 11:16:21 AM",Last day in AR,Run,"",4028,13.77,179.0,90,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4794388098.fit.gz,,,4028.0,3895.0,13773.7,5.5,3.536,61.0,69.0,380.8,405.2,10.2,0.0,,,98.0,87.0,,150.0,,,1042.0,,8.0,90.0,,,,,,,,,,,0.0,,0.0,,1.0,13864.4,1608289152.0,2.0,-0.3,-3.0,-1.8,0.9,1023.4,2.2,6.9,154.0,0.0,1608297856.0,1608332800.0,0.16,,5874953.0,0.0,,0.32,16093.0,0.0,263.8,,,,,,,,,,,,,,,,,,,,,,,,,media/8880643C-50A6-4787-9D2C-2B61BC22A931.jpg
4493162088,"Dec 19, 2020, 9:19:27 PM",Brass Monkey,Virtual Ride,"",5036,45.18,179.0,54,false,,Tarmac Pro SL4,activities/4800999097.fit.gz,,6.804,5036.0,5036.0,45182.5,20.9,8.972,654.0,0.0,0.4,373.8,12.1,0.0,,,119.0,79.0,,137.0,,226.0,1082.0,,,54.0,,,,,,,,,242.0,5037.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,3734177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/09e7d5b0-bd69-4f71-a73f-9bf3e04e0ec4.jpg
4498060452,"Dec 20, 2020, 8:28:10 PM",Snow Joke,Run,"",3566,9.67,173.0,20,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4806160489.fit.gz,,,3566.0,3217.0,9677.4,4.4,3.008,53.0,52.0,5.4,30.6,19.0,0.0,,,89.0,82.0,,129.0,,,537.0,,13.0,20.0,,,,,,,,,,,0.0,,0.0,,1.0,9810.0,1608494336.0,5.0,1.5,1.5,-0.5,0.87,1019.2,1.0,1.5,257.0,0.6,1608466304.0,1608498944.0,0.22,,5874953.0,1.0,5.0,1.0,16093.0,0.0,293.9,,,,,,,,,,,,,,,,,,,,,,,,,""
4506287076,"Dec 22, 2020, 10:27:22 PM",Afternoon Run,Run,,3974,9.97,165.0,19,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4814865803.fit.gz,,,3974.0,3338.0,9976.1,5.1,2.989,96.0,105.0,1.0,42.0,13.9,-0.1,,,92.0,83.0,,126.0,,,545.0,,11.0,19.0,,,,,,,,,,,,,0.0,,1.0,10157.2,1608674432.0,1.0,4.0,0.7,-2.5,0.63,1009.3,3.8,9.6,277.0,0.0,1608639104.0,1608671872.0,0.28,,5874953.0,0.0,,0.12,16093.0,0.0,317.5,,,,,,,,,,,,,,,,,,,,,,,,,""
4509943336,"Dec 23, 2020, 8:53:27 PM",Endurance w. pace partner ,Virtual Ride,"",4516,52.45,173.0,44,false,,Specialized Roubaix ,activities/4818724986.fit.gz,,6.804,4516.0,4516.0,52450.7,18.3,11.614,467.0,0.0,11.2,82.6,7.1,0.0,,,111.0,76.0,,136.0,,226.0,972.0,,,44.0,,,,,,,,,237.0,4517.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4513683720,"Dec 24, 2020, 6:29:18 PM",Sleigh ride ,Ride,"",6914,56.52,174.0,73,false,,Tarmac Pro SL4,activities/4822672137.fit.gz,,6.804,6914.0,6849.0,56524.3,15.0,8.253,331.0,343.0,-0.6,99.6,14.1,0.0,,,234.0,85.0,,137.0,,204.0,1394.0,,10.0,73.0,1344517.0,,,,,,,,234.0,6915.0,0.0,,0.0,,1.0,,1608832768.0,2.0,9.9,7.7,7.8,0.87,1022.2,4.4,10.3,159.0,0.0,1608812032.0,1608844672.0,0.34,3734177.0,,0.0,,0.84,16093.0,1.0,269.0,,,,,,,,,,,,,,,,,,,,,,,,,""
4513734705,"Dec 23, 2020, 5:42:16 PM",Lunch Walk,Walk,"",3323,3.36,112.0,4,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4822727208.fit.gz,,,3323.0,2058.0,3367.6,3.0,1.636,22.0,34.0,6.4,26.2,28.6,-0.3,,,122.0,62.0,,93.0,,,282.0,,18.0,4.0,,,,,,,,,,,0.0,,0.0,,1.0,,1608742784.0,1.0,2.0,-1.5,-4.1,0.64,1027.9,3.5,6.8,294.0,0.0,1608725632.0,1608758272.0,0.31,,5874953.0,0.0,,0.03,16093.0,2.0,278.2,,,,,,,,,,,,,,,,,,,,,,,,,""
4513910372,"Dec 24, 2020, 9:03:36 PM",French Fry,Virtual Ride,"",3953,37.08,158.0,51,false,,Tarmac Pro SL4,activities/4822915221.fit.gz,,6.804,3953.0,3771.0,37088.2,15.1,9.835,214.0,0.0,41.4,71.4,7.4,0.0,,,131.0,80.0,,141.0,,210.0,756.0,,,51.0,,,,,,,,,214.0,3954.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,3734177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4516094392,"Dec 25, 2020, 2:00:30 PM",Friday Freight Train,Virtual Ride,"",3724,45.14,185.0,64,false,,Specialized Roubaix ,activities/4825255008.fit.gz,,6.804,3724.0,3724.0,45140.2,17.0,12.121,140.0,0.0,8.6,31.4,5.5,0.0,,,101.0,77.0,,145.0,,230.0,828.0,,,64.0,,,,,,,,,237.0,3725.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4516397333,"Dec 25, 2020, 3:25:29 PM",Ticking off Miles ,Virtual Ride,"",4069,45.43,153.0,16,false,,Specialized Roubaix ,activities/4825578836.fit.gz,,6.804,4069.0,4069.0,45432.6,13.1,11.166,66.0,0.0,12.6,17.6,2.1,0.0,,,93.0,69.0,,123.0,,177.0,689.0,,,16.0,,,,,,,,,181.0,4070.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4520484456,"Dec 26, 2020, 3:43:57 PM",Watopia,Virtual Ride,"",644,8.16,153.0,7,false,,Specialized Roubaix ,activities/4829896484.fit.gz,,6.804,644.0,644.0,8167.8,18.7,12.683,72.0,0.0,11.2,82.6,17.5,-0.7,,,95.0,84.0,,137.0,,222.0,136.0,,,7.0,,,,,,,,,224.0,645.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ed9c20d6-dc9f-4915-8237-1ec57f8c732a.jpg
4520855772,"Dec 26, 2020, 4:00:02 PM",Rapha Festive 500 group ride ,Virtual Ride,"",4088,48.53,177.0,85,false,,Specialized Roubaix ,activities/4830286485.fit.gz,,6.804,4088.0,4088.0,48538.6,18.6,11.873,289.0,0.0,10.4,120.8,16.7,0.0,,,104.0,80.0,,149.0,,240.0,968.0,,,85.0,,,,,,,,,249.0,4089.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/30521ab7-cac5-4d20-b4b1-aa2fe0b7b8cb.jpg|media/c93eb634-8aec-493a-9b26-a6aec079d8af.jpg|media/0ef5d190-2a45-42d2-9fd4-9849f15ace99.jpg
4521889448,"Dec 26, 2020, 9:50:46 PM",Watopia,Virtual Ride,,960,10.59,160.0,7,false,,Tarmac Pro SL4,activities/4831389616.fit.gz,,6.804,960.0,960.0,10591.6,19.2,11.033,158.0,0.0,11.2,82.6,6.5,0.0,,,108.0,77.0,,134.0,,230.0,212.0,,,7.0,,,,,,,,,239.0,961.0,,,0.0,,1.0,,,,,,,,,,,,,,,,3734177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/e8fe3410-805a-4131-a86d-c817d1b4bd88.jpg
4522062147,"Dec 26, 2020, 10:15:15 PM",3R Classique Flat Race (A),Virtual Ride,"",2772,35.47,183.0,90,false,,Specialized Roubaix ,activities/4831572855.fit.gz,,6.804,2772.0,2772.0,35474.1,18.0,12.797,114.0,0.0,8.6,29.0,6.3,0.0,,,98.0,76.0,,160.0,,266.0,746.0,,,90.0,,,,,,,,,279.0,2773.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/9EBE72BA-6AAC-4FE3-99D7-90A25F4C7E20.jpg
4525901049,"Dec 27, 2020, 3:00:28 PM",3R Endurance Steady Ride,Virtual Ride,"",8410,103.86,171.0,63,false,,Specialized Roubaix ,activities/4835629994.fit.gz,,6.804,8410.0,8410.0,103859.6,17.1,12.35,154.0,0.0,12.6,17.6,2.0,0.0,,,101.0,74.0,,134.0,,225.0,1836.0,,,63.0,,,,,,,,,229.0,8411.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
4526685123,"Dec 27, 2020, 7:23:52 PM",Jingle Jog,Run,"",4141,10.14,187.0,91,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4836460187.fit.gz,,,4141.0,3250.0,10139.3,4.7,3.12,56.0,61.0,7.0,30.8,15.7,0.0,,,94.0,83.0,,156.0,,,817.0,,12.0,91.0,,,,,,3.0,,,,,1.0,27.0,0.0,,1.0,10282.4,1609095552.0,1.0,2.8,0.6,-5.3,0.55,1024.4,2.2,3.8,223.0,0.0,1609071232.0,1609104000.0,0.43,,5874953.0,0.0,,0.05,16093.0,1.0,319.4,,,,,,,,,,,,,,,,,,,,,,,,,""
4530596045,"Dec 28, 2020, 5:42:32 PM",Watopia race warmup ,Virtual Ride,"",963,9.34,141.0,4,false,,Tarmac Pro SL4,activities/4840622177.fit.gz,,6.804,963.0,892.0,9339.9,16.4,10.471,82.0,0.0,11.2,82.6,9.8,-0.5,,,97.0,73.0,,127.0,,207.0,176.0,,,4.0,,,,,,,,,206.0,964.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,3734177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/6ab88e79-a2ce-4e33-9e59-f480fa384139.jpg
4530845757,"Dec 28, 2020, 6:00:23 PM",3R Bologna Race - 2 Laps (A),Virtual Ride,"",3667,35.50,177.0,65,false,,Specialized Roubaix ,activities/4840885265.fit.gz,,6.804,3667.0,3667.0,35504.9,27.7,9.682,561.0,0.0,270.4,494.2,18.0,0.0,,,115.0,71.0,,144.0,,241.0,863.0,,,65.0,,,,,,,,,268.0,3668.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/E0A7DB69-AD91-4D29-AF14-096E87E6C363.jpg
4530963531,"Dec 28, 2020, 7:07:29 PM",Watopia running on fumes ,Virtual Ride,50km left to go ,1520,17.81,137.0,6,false,,Tarmac Pro SL4,activities/4841009429.fit.gz,,6.804,1520.0,1520.0,17809.1,19.0,11.717,137.0,0.0,11.2,82.6,13.3,0.0,,,105.0,72.0,,125.0,,211.0,307.0,,,6.0,,,,,,,,,212.0,1521.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,3734177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/13ec3638-dc4d-48b8-99ce-8e4e8b8fb2bb.jpg
4535544958,"Dec 29, 2020, 4:51:24 PM", Zwift - Festive Finale,Virtual Ride,"",4840,50.23,175.0,45,false,,Tarmac Pro SL4,activities/4845853734.fit.gz,,6.804,4840.0,4822.0,50236.0,19.8,10.418,382.0,0.0,-6.4,100.4,12.3,0.0,,,112.0,73.0,,132.0,,229.0,1053.0,,,45.0,,,,,,,,,259.0,4841.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,3734177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/6ca03afb-ef7c-4915-aa31-870221c9b47a.jpg
4537030896,"Dec 29, 2020, 7:50:47 PM",Afternoon Walk,Walk,"",5609,5.43,143.0,10,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4847421665.fit.gz,,,5609.0,3726.0,5437.4,3.5,1.459,50.0,54.0,-2.2,10.6,40.0,-0.1,,,124.0,62.0,,103.0,,,529.0,,12.0,10.0,,,,,,,,,,,0.0,,0.0,,1.0,,1609268352.0,1.0,1.3,-4.2,-12.7,0.34,1025.5,6.8,12.5,303.0,0.0,1609244160.0,1609276800.0,0.5,,5874953.0,0.0,,0.27,16093.0,1.0,335.3,,,,,,,,,,,,,,,,,,,,,,,,,media/C1FB3D15-EF30-4E5C-840C-0ABEE7829CF9.jpg|media/ACCE3786-C529-4820-8727-EB524B25C0C8.jpg
4539239165,"Dec 30, 2020, 1:03:45 PM",Morning Walk,Walk,"",4468,3.55,134.0,6,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4849771837.fit.gz,,,4468.0,2754.0,3556.8,2.6,1.292,31.0,24.0,6.4,18.0,50.0,0.2,,,79.0,57.0,,98.0,,,372.0,,12.0,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,1609333248.0,2.0,-4.8,-8.1,-12.1,0.57,1031.8,2.0,4.1,284.0,0.0,1609330560.0,1609363328.0,0.53,,5874953.0,0.0,,0.8,16093.0,0.0,310.8,,,,,,,,,,,,,,,,,,,,,,,,,""
4541066831,"Dec 30, 2020, 5:35:46 PM",Lunch Walk,Walk,,8664,7.21,134.0,17,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4851706289.fit.gz,,,8664.0,5926.0,7209.0,3.2,1.217,28.0,24.0,8.2,16.0,50.0,0.0,,,116.0,54.0,,108.0,,,673.0,,12.0,17.0,,,,,,,,,,,,,0.0,,1.0,,1609347584.0,2.0,0.1,-3.0,-9.4,0.49,1028.3,2.6,5.4,209.0,0.0,1609330560.0,1609363328.0,0.53,,5874953.0,0.0,,0.83,16093.0,1.0,308.2,,,,,,,,,,,,,,,,,,,,,,,,,""
4541568468,"Dec 30, 2020, 10:03:34 PM",Afternoon Run,Run,,3591,10.07,146.0,13,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4852243642.fit.gz,,,3591.0,3303.0,10073.1,4.7,3.05,112.0,110.0,12.0,51.2,20.0,0.0,,,91.0,83.0,,123.0,,,540.0,,10.0,13.0,,,,,,,,,,,,,0.0,,1.0,10357.8,1609365632.0,3.0,1.5,-3.0,-4.5,0.65,1023.1,4.9,11.8,195.0,0.0,1609330560.0,1609363328.0,0.53,,5874953.0,0.0,,0.92,16093.0,0.0,306.5,,,,,,,,,,,,,,,,,,,,,,,,,""
4545293890,"Dec 31, 2020, 3:01:40 PM",That Lonesome Road ,Run,"",5609,21.25,177.0,166,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4856205904.fit.gz,,,5609.0,5496.0,21249.4,5.7,3.866,98.0,99.0,2.0,19.4,24.2,0.0,,,97.0,87.0,,156.0,,,1298.0,,13.0,166.0,,,,,,,,,,,0.0,,0.0,,1.0,21615.9,1609426816.0,3.0,6.5,3.5,3.1,0.79,1016.8,4.3,9.3,257.0,0.0,1609416960.0,1609449728.0,0.56,,5874953.0,0.0,,1.0,16093.0,1.0,310.8,,,,,,,,,,,,,,,,,,,,,,,,,""
4550189486,"Jan 1, 2021, 4:28:28 PM",New Year's Day Hike,Hike,"",5944,8.20,139.0,16,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4861410591.fit.gz,,,5944.0,5465.0,8200.8,7.5,1.501,81.0,67.0,62.4,101.2,33.3,0.2,,,119.0,56.0,,108.0,,,565.0,,12.0,16.0,,,,,,,,,,,0.0,,0.0,,1.0,,1609516800.0,1.0,1.1,1.1,-6.2,0.58,1033.1,1.3,2.1,39.0,0.0,1609503360.0,1609536256.0,0.6,,5874953.0,0.0,,0.3,16093.0,1.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,,media/12ffc240-b3f2-4772-9358-42c10a4ef141.jpg|media/ffc21c6e-3c37-4009-9d5b-68a955bd3686.jpg
4555655005,"Jan 2, 2021, 4:00:02 PM",British Triathlon Winter Series: Group Ride ,Virtual Ride,"",4208,50.08,173.0,47,false,,Specialized Roubaix ,activities/4867174656.fit.gz,,6.804,4208.0,4208.0,50084.8,16.5,11.902,275.0,0.0,10.4,34.0,5.1,0.0,,,97.0,77.0,,137.0,,241.0,984.0,,,47.0,,,,,,,,,253.0,4209.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/4dc94262-d01e-4c49-86cf-7da17796b998.jpg
4556851908,"Jan 2, 2021, 6:58:19 PM",Afternoon Walk,Walk,,8913,11.28,140.0,18,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4868441705.fit.gz,,,8913.0,7889.0,11288.6,4.0,1.431,71.0,97.0,-21.4,30.0,20.2,-0.2,,,122.0,59.0,,97.0,,,744.0,,12.0,18.0,,,,,,,,,,,,,0.0,,1.0,,1609610368.0,3.0,4.6,1.0,3.7,0.94,1004.1,4.8,10.4,299.0,0.0,1609589760.0,1609622656.0,0.63,,5874953.0,0.0,,0.88,16093.0,1.0,307.2,,,,,,,,,,,,,,,,,,,,,,,,,""
4562034583,"Jan 3, 2021, 4:31:45 PM",b-Icicle ride ,Ride,"",3288,21.71,171.0,19,false,,Tarmac Pro SL4,activities/4873899027.fit.gz,,6.804,3288.0,3013.0,21718.8,12.8,7.208,302.0,287.0,13.2,131.4,17.5,0.1,,,164.0,80.0,,123.0,,178.0,543.0,,13.0,19.0,544723.0,,,,,,,,237.0,3289.0,0.0,,0.0,,1.0,,1609689600.0,3.0,0.6,-2.0,-1.4,0.87,1022.1,2.2,4.0,22.0,0.0,1609676160.0,1609709056.0,0.67,3734177.0,,0.0,,1.0,16093.0,1.0,326.1,,,,,,,,,,,,,,,,,,,,,,,,,""
4565646211,"Jan 4, 2021, 12:22:48 PM",Optimistic on the Mystic ,Run,"",4177,14.83,175.0,79,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4877735198.fit.gz,,,4177.0,4177.0,14834.1,5.0,3.551,79.0,79.0,3.6,25.2,20.0,0.0,,,99.0,86.0,,146.0,,,897.0,,7.0,79.0,,,,,,,,,,,0.0,,0.0,,1.0,15012.5,1609761536.0,3.0,-0.6,-5.3,-1.8,0.92,1015.3,4.3,8.5,356.0,0.0,1609762560.0,1609795584.0,0.7,,5874953.0,0.0,,1.0,16093.0,0.0,362.6,,,,,,,,,,,,,,,,,,,,,,,,,""
4571229574,"Jan 5, 2021, 1:46:18 PM",Morning Walk,Walk,"",2709,3.23,127.0,5,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4883584608.fit.gz,,,2709.0,2176.0,3229.0,2.9,1.484,16.0,14.0,6.0,11.8,28.6,0.1,,,119.0,58.0,,101.0,,,236.0,,13.0,5.0,,,,,,,,,,,0.0,,0.0,,1.0,,1609851648.0,3.0,-0.8,-5.1,-2.7,0.87,1013.9,3.8,7.8,355.0,0.0,1609848960.0,1609881984.0,0.74,,5874953.0,0.0,,0.88,16093.0,0.0,346.8,,,,,,,,,,,,,,,,,,,,,,,,,media/7cfcc665-4d3d-4393-bef7-0bc311ec6f49.jpg
4574241466,"Jan 5, 2021, 11:46:52 PM",First race of 2021,Nordic Ski,"",3487,9.01,140.0,7,false,,,activities/4886728516.fit.gz,,,3487.0,2071.0,9017.0,9.3,4.354,146.0,150.0,11.2,21.2,37.9,0.0,,,,,,115.0,,,270.0,,13.0,7.0,,,,,,,,,,,0.0,,0.0,,1.0,,1609887616.0,6.0,0.1,-3.4,-1.4,0.9,1013.1,3.1,8.0,355.0,0.1,1609848960.0,1609882112.0,0.74,,,1.0,6.0,0.97,9376.0,0.0,354.6,,,,,,,,,,,,,,,,,,,,,,,,,""
4579325503,"Jan 6, 2021, 10:00:21 PM",TDZ Stage 1: Longer Ride,Virtual Ride,4th,3620,44.42,177.0,58,false,,Specialized Roubaix ,activities/4892053116.fit.gz,,6.804,3620.0,3620.0,44426.7,19.4,12.273,146.0,0.0,8.6,31.4,5.7,0.0,,,126.0,77.0,,144.0,,255.0,914.0,,,58.0,,,,,,,,,268.0,3621.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,890914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/44F56812-E9F7-45C7-A811-6093A59CBC9D.jpg
4581706270,"Jan 7, 2021, 12:13:38 PM",Morning Walk,Walk,"",5113,4.20,135.0,8,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4894563394.fit.gz,,,5113.0,2972.0,4208.4,2.9,1.416,18.0,21.0,4.4,11.8,42.9,-0.1,,,114.0,57.0,,104.0,,,283.0,,14.0,8.0,,,,,,,,,,,0.0,,0.0,,1.0,,1610020864.0,2.0,-1.1,-5.7,-5.3,0.73,1015.8,4.2,10.9,323.0,0.0,1610021760.0,1610055040.0,0.81,,5874953.0,0.0,,0.45,16093.0,0.0,324.1,,,,,,,,,,,,,,,,,,,,,,,,,media/a1bfbad5-0260-4cdd-80cb-6aeeed6c6805.jpg|media/75cc3b6f-0b61-4d89-a5bf-15907f747e89.jpg|media/1ac7219c-4128-4348-a926-574334be7196.jpg
4583025269,"Jan 7, 2021, 4:53:36 PM",Lunch Run,Run,,1215,3.08,162.0,6,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4895943669.fit.gz,,,1215.0,1212.0,3088.5,4.2,2.548,20.0,17.0,9.0,30.2,15.7,0.1,,,87.0,80.0,,122.0,,,202.0,,22.0,6.0,,,,,,,,,,,,,0.0,,1.0,3134.2,1610035200.0,2.0,2.1,-2.0,-4.8,0.6,1016.6,4.7,8.4,324.0,0.0,1610021632.0,1610054912.0,0.81,,5874953.0,0.0,,0.48,16093.0,1.0,308.5,,,,,,,,,,,,,,,,,,,,,,,,,""
4583029552,"Jan 7, 2021, 5:18:00 PM",VO2 max stuff,Run,"",2670,10.01,178.0,72,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4895947931.fit.gz,,,2670.0,2610.0,10009.8,6.0,3.835,94.0,94.0,11.2,30.2,33.6,0.0,,,125.0,86.0,,156.0,,,647.0,,11.0,72.0,,,,,,,,,,,0.0,,0.0,,1.0,10464.7,1610038784.0,2.0,3.3,-0.4,-4.5,0.57,1015.9,4.3,7.5,328.0,0.0,1610021760.0,1610054912.0,0.81,,5874953.0,0.0,,0.37,16093.0,1.0,307.1,,,,,,,,,,,,,,,,,,,,,,,,,""
4584269542,"Jan 7, 2021, 9:10:09 PM",Afternoon Walk,Walk,"",2243,1.25,125.0,2,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4897237753.fit.gz,,,2243.0,843.0,1258.3,4.1,1.493,6.0,6.0,5.2,13.0,22.0,-0.1,,,97.0,59.0,,102.0,,,77.0,,18.0,2.0,,,,,,,,,,,0.0,,0.0,,1.0,,1610053248.0,1.0,3.2,-0.1,-4.8,0.56,1016.0,3.6,9.0,319.0,0.0,1610021760.0,1610054912.0,0.81,,5874953.0,0.0,,0.06,16093.0,0.0,303.4,,,,,,,,,,,,,,,,,,,,,,,,,""
4589120672,"Jan 8, 2021, 10:03:39 PM",Afternoon Run,Run,,3810,10.11,149.0,16,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4902325710.fit.gz,,,3810.0,3370.0,10118.5,4.7,3.003,111.0,108.0,13.8,51.8,18.9,0.0,,,94.0,84.0,,128.0,,,588.0,,10.0,16.0,,,,,,,,,,,,,0.0,,1.0,10367.0,1610143232.0,1.0,2.5,-1.2,-7.3,0.48,1011.9,3.8,9.2,332.0,0.0,1610108032.0,1610141440.0,0.85,,5874953.0,0.0,,0.09,16093.0,0.0,279.5,,,,,,,,,,,,,,,,,,,,,,,,,""
4593620260,"Jan 9, 2021, 3:48:56 PM",Morning Walk,Walk,,5823,3.17,119.0,6,false,,Brooks Launch 6 Brooks Launch 6.1,activities/4907018936.fit.gz,,,5823.0,2887.0,3176.2,2.6,1.1,28.0,33.0,5.0,17.6,23.5,0.0,,,79.0,51.0,,94.0,,,217.0,,17.0,6.0,,,,,,,,,,,,,0.0,,1.0,,1610204416.0,1.0,-1.1,-6.3,-9.9,0.51,1010.5,4.9,8.1,10.0,0.0,1610194432.0,1610228224.0,0.89,,5874953.0,0.0,,0.19,16093.0,1.0,292.1,,,,,,,,,,,,,,,,,,,,,,,,,""
